detail_id,order_id,item_id,qty
482,137,16,4
483,137,14,2
484,137,16,2
485,137,29,2
486,138,22,3
487,139,22,3
488,139,17,3
489,139,28,2
490,139,22,2
491,139,18,3
492,140,21,3
493,140,18,3
494,140,16,4
495,140,29,1
496,140,18,2
497,140,19,2
498,141,21,3
499,141,19,4
500,141,30,3
501,142,21,2
502,142,29,3
503,142,22,1
504,142,30,2
505,143,20,4
506,143,16,2
507,143,28,3
508,143,16,2
509,143,29,4
510,143,30,1
511,144,29,4
512,144,12,1
513,144,22,2
514,144,21,4
515,144,28,1
516,145,30,4
517,146,15,1
518,146,12,2
519,147,27,1
520,147,26,2
521,148,24,2
522,148,26,4
523,149,9,1
524,149,2,1
525,149,21,1
526,149,11,2
527,149,21,3
528,150,3,2
529,150,18,1
530,150,26,1
531,150,21,2
532,150,28,4
533,150,1,2
534,151,25,3
535,151,16,3
536,152,19,4
537,152,20,2
538,152,22,2
539,152,2,1
540,153,22,3
541,153,3,2
542,153,13,2
543,153,21,2
544,153,19,3
545,154,22,1
546,154,20,4
547,154,30,4
548,155,26,2
549,155,20,3
550,155,29,1
551,155,22,2
552,155,26,3
553,155,3,2
554,156,20,2
555,156,21,2
556,156,21,4
557,157,18,4
558,157,18,3
559,158,11,1
560,158,22,3
561,159,27,2
562,159,16,3
563,159,19,4
564,159,21,3
565,160,30,4
566,160,14,2
567,160,25,1
568,160,6,2
569,161,29,3
570,161,19,3
571,162,29,2
572,162,28,3
573,162,22,2
574,162,16,3
575,162,6,2
576,163,26,4
577,163,16,3
578,163,3,1
579,164,15,2
580,164,24,2
581,164,16,3
582,165,4,2
583,165,27,3
584,166,17,2
585,167,29,4
586,167,29,3
587,167,13,2
588,167,14,1
589,167,9,2
590,167,17,1
591,168,18,3
592,168,7,1
593,169,22,4
594,169,24,2
595,169,8,1
596,169,1,2
597,169,26,1
598,170,29,4
599,170,21,2
600,170,26,1
601,170,14,2
602,170,26,3
603,170,29,2
604,171,21,2
605,171,2,2
606,171,16,1
607,171,8,2
608,172,7,1
609,172,18,1
610,172,12,2
611,172,15,1
612,172,25,3
613,172,16,3
614,173,3,1
615,173,26,2
616,173,29,1
617,173,11,1
618,174,22,1
619,174,15,2
620,174,11,1
621,174,6,1
622,175,26,1
623,175,6,2
624,175,10,2
625,175,12,1
626,175,27,1
627,175,29,1
628,176,5,2
629,177,27,3
630,177,25,1
631,177,24,4
632,178,8,2
633,179,7,1
634,179,17,4
635,179,29,1
636,180,12,1
637,180,30,4
638,181,12,2
639,182,8,1
640,182,11,2
641,183,29,2
642,183,12,2
643,183,6,1
644,184,22,4
645,185,21,4
646,185,28,3
647,185,23,3
648,185,20,1
649,185,14,2
650,185,1,1
651,186,11,1
652,186,4,1
653,186,7,2
654,186,30,4
655,186,11,1
656,186,5,1
657,187,3,1
658,187,26,2
659,188,23,1
660,188,29,4
661,188,5,1
662,188,19,1
663,188,9,1
664,188,28,4
665,189,2,1
666,190,21,3
667,190,16,2
668,190,4,2
669,190,24,1
670,190,22,4
671,191,4,2
672,191,19,3
673,191,22,2
674,191,11,2
675,192,13,1
676,192,23,4
677,193,21,4
678,193,3,1
679,194,25,1
680,194,1,2
681,194,10,1
682,194,22,4
683,195,27,4
684,195,13,1
685,195,28,4
686,195,21,4
687,195,2,2
688,195,19,1
689,196,12,1
690,196,9,2
691,196,17,4
692,197,18,3
693,197,26,3
694,197,13,1
695,197,25,4
696,197,28,4
697,198,21,3
698,199,26,4
699,199,20,4
700,199,16,1
701,200,26,1
702,200,26,1
703,200,9,2
704,201,30,1
705,201,20,4
706,201,26,4
707,202,24,4
708,202,6,2
709,202,14,1
710,203,22,2
711,203,13,1
712,203,8,1
713,203,3,2
714,203,1,2
715,204,13,1
716,204,9,1
717,204,29,1
718,205,13,2
719,206,25,3
720,206,29,2
721,206,22,4
722,206,13,1
723,206,14,2
724,207,16,2
725,207,10,1
726,207,7,2
727,207,20,1
728,207,23,1
729,207,6,2
730,208,21,4
731,208,1,2
732,208,19,3
733,208,7,1
734,208,17,2
735,208,25,1
736,209,21,1
737,209,6,2
738,209,19,1
739,209,26,2
740,209,7,2
741,209,7,2
742,210,13,1
743,210,6,1
744,210,22,4
745,211,15,1
746,212,8,1
747,212,23,2
748,213,25,2
749,213,24,1
750,214,24,3
751,214,4,2
752,214,28,4
753,214,20,4
754,214,14,1
755,214,12,1
756,215,3,2
757,215,3,2
758,215,19,2
759,215,25,1
760,215,16,4
761,215,3,1
762,216,19,2
763,216,21,2
764,217,16,2
765,217,29,3
766,217,16,4
767,218,30,2
768,218,17,3
769,218,16,3
770,219,16,2
771,219,15,2
772,219,16,4
773,220,12,1
774,220,16,4
775,220,7,1
776,221,12,1
777,221,12,2
778,222,12,1
779,223,12,1
780,223,28,2
781,224,16,1
782,224,12,2
783,225,30,2
784,225,24,4
785,225,28,3
786,226,7,2
787,227,13,1
788,227,15,2
789,227,26,3
790,227,20,4
791,227,16,4
792,227,18,3
793,228,16,3
794,228,12,1
795,228,2,2
796,228,12,1
797,228,19,4
798,228,23,4
799,229,12,2
800,230,16,3
801,230,3,1
802,230,16,2
803,230,29,4
804,230,3,2
805,230,29,4
806,231,12,1
807,232,25,3
808,232,16,4
809,232,21,1
810,232,2,2
811,232,2,1
812,233,16,3
813,233,19,4
814,233,22,2
815,233,22,1
816,233,28,3
817,233,16,4
818,234,13,1
819,234,12,1
820,234,24,4
821,234,8,1
822,234,18,1
823,234,9,1
824,235,12,2
825,235,30,3
826,235,12,1
827,235,5,2
828,235,12,2
829,235,27,2
830,236,19,3
831,236,9,2
832,236,5,1
833,237,2,1
834,237,22,1
835,238,17,2
836,238,17,4
837,238,8,1
838,239,8,2
839,239,20,2
840,239,5,1
841,240,19,1
842,240,14,1
843,240,22,1
844,241,19,2
845,241,10,2
846,241,4,2
847,241,11,1
848,242,22,1
849,242,26,3
850,242,24,1
851,243,19,1
852,243,28,3
853,243,23,2
854,243,18,4
855,243,19,3
856,243,5,1
857,244,16,1
858,244,2,2
859,244,1,2
860,244,28,2
861,244,9,2
862,244,18,2
863,245,26,2
864,246,3,2
865,247,30,1
866,247,24,3
867,247,13,2
868,247,1,1
869,248,25,1
870,248,22,4
871,249,11,2
872,249,25,3
873,249,4,1
874,250,26,1
875,250,12,2
876,250,14,1
877,251,24,3
878,251,25,1
879,251,18,4
880,251,8,1
881,252,10,2
882,252,27,1
883,252,14,2
884,252,9,1
885,252,16,2
886,252,20,2
887,253,5,1
888,253,4,1
889,253,3,2
890,253,15,1
891,253,30,4
892,253,9,2
893,254,3,2
894,254,25,2
895,255,7,1
896,255,14,2
897,256,14,1
898,257,18,3
899,257,27,2
900,257,11,1
901,258,15,2
902,259,23,1
903,259,22,3
904,259,27,2
905,259,20,4
906,259,24,4
907,259,9,2
908,260,7,1
909,260,28,2
910,260,8,1
911,260,17,3
912,260,30,3
913,261,24,3
914,261,16,2
915,261,8,1
916,261,9,2
917,262,1,1
918,262,27,4
919,262,8,1
920,262,8,1
921,262,16,3
922,263,3,2
923,264,7,2
924,264,20,1
925,264,11,1
926,264,13,1
927,265,6,2
928,265,1,2
929,265,26,1
930,265,11,1
931,266,19,3
932,266,13,2
933,266,13,1
934,266,23,4
935,266,28,2
936,267,7,1
937,267,16,4
938,267,4,1
939,267,21,2
940,268,5,2
941,268,9,1
942,268,13,1
943,268,2,1
944,268,18,4
945,268,28,3
946,269,30,2
947,269,21,3
948,270,21,1
949,271,22,2
950,271,30,2
951,272,17,4
952,272,30,3
953,272,20,3
954,272,27,2
955,272,28,4
956,272,16,2
957,273,27,3
958,273,16,4
959,273,16,1
960,273,20,3
961,273,29,3
962,273,16,2
963,274,17,2
964,274,17,2
965,274,16,3
966,274,16,1
967,274,22,3
968,275,21,3
969,276,16,1
970,276,28,4
971,276,30,3
972,276,16,1
973,276,17,4
974,277,21,4
975,277,18,2
976,277,22,1
977,277,21,2
978,277,17,2
979,277,19,3
980,278,21,1
981,278,17,4
982,278,30,2
983,278,30,1
984,278,17,4
985,278,22,4
986,279,17,4
987,279,28,1
988,280,13,2
989,281,16,1
990,281,4,2
991,281,16,3
992,281,22,1
993,282,21,1
994,283,16,1
995,284,28,4
996,284,21,4
997,284,26,2
998,284,20,3
999,284,21,2
1000,284,12,2
1001,285,19,4
1002,285,12,1
1003,285,15,1
1004,285,16,1
1005,285,30,2
1006,285,12,1
1007,286,23,1
1008,286,26,4
1009,286,14,2
1010,287,12,1
1011,287,25,2
1012,287,12,1
1013,287,16,4
1014,288,16,3
1015,289,16,1
1016,290,16,3
1017,290,16,3
1018,290,12,2
1019,290,25,1
1020,291,19,2
1021,291,12,1
1022,291,8,1
1023,291,23,3
1024,292,3,1
1025,292,16,3
1026,292,17,3
1027,292,14,1
1028,292,7,2
1029,292,16,4
1030,293,30,4
1031,293,16,4
1032,293,16,2
1033,294,6,2
1034,294,16,4
1035,294,29,1
1036,294,16,1
1037,294,5,2
1038,295,4,1
1039,295,17,1
1040,295,2,1
1041,295,15,2
1042,295,25,2
1043,296,5,1
1044,296,10,2
1045,296,28,3
1046,296,7,2
1047,296,11,2
1048,296,9,1
1049,297,30,4
1050,297,16,1
1051,298,22,1
1052,298,16,3
1053,298,3,2
1054,298,24,1
1055,299,30,3
1056,299,16,2
1057,299,12,2
1058,300,16,3
1059,300,12,1
1060,301,28,2
1061,301,16,1
1062,301,16,1
1063,301,16,2
1064,301,1,2
1065,301,16,1
1066,302,12,1
1067,302,16,2
1068,302,16,2
1069,302,16,3
1070,302,1,2
1071,302,16,4
1072,303,24,1
1073,303,2,1
1074,303,12,1
1075,303,8,2
1076,303,15,1
1077,303,12,2
1078,304,3,2
1079,304,22,2
1080,304,26,4
1081,304,17,4
1082,304,3,2
1083,304,6,2
1084,305,29,3
1085,305,2,2
1086,306,28,3
1087,306,5,1
1088,306,5,1
1089,306,3,1
1090,306,2,1
1091,306,22,4
1092,307,6,1
1093,307,4,1
1094,307,1,2
1095,307,28,1
1096,307,13,2
1097,307,26,4
1098,308,16,3
1099,308,22,4
1100,308,15,1
1101,309,10,2
1102,309,2,1
1103,310,4,2
1104,310,13,2
1105,310,5,2
1106,310,30,2
1107,310,16,1
1108,311,4,2
1109,311,28,4
1110,311,18,2
1111,311,28,2
1112,312,10,1
1113,312,8,1
1114,312,18,1
1115,312,30,4
1116,312,12,2
1117,312,30,2
1118,313,14,1
1119,313,25,3
1120,314,5,1
1121,314,22,4
1122,314,28,3
1123,315,28,4
1124,315,23,4
1125,315,27,4
1126,315,25,3
1127,316,18,2
1128,317,12,1
1129,317,26,2
1130,317,13,1
1131,317,22,2
1132,317,27,1
1133,318,26,2
1134,318,25,4
1135,318,12,2
1136,318,4,1
1137,319,20,4
1138,319,10,2
1139,319,16,2
1140,319,3,1
1141,320,13,2
1142,320,12,2
1143,320,29,4
1144,321,18,4
1145,321,3,2
1146,322,28,2
1147,322,17,4
1148,322,17,2
1149,323,5,2
1150,323,6,1
1151,324,30,2
1152,325,9,2
1153,325,28,3
1154,325,2,2
1155,325,13,1
1156,325,2,2
1157,326,7,2
1158,326,3,2
1159,326,5,1
1160,326,21,2
1161,326,4,2
1162,327,7,2
1163,327,10,2
1164,328,23,3
1165,328,28,2
1166,328,2,1
1167,329,27,2
1168,329,22,3
1169,329,18,4
1170,329,13,2
1171,329,28,4
1172,329,13,1
1173,330,26,1
1174,330,1,1
1175,331,2,2
1176,331,13,2
1177,332,3,1
1178,332,10,2
1179,332,14,1
1180,333,27,1
1181,333,2,2
1182,333,4,2
1183,334,20,1
1184,334,16,1
1185,334,5,2
1186,334,23,3
1187,334,18,4
1188,335,13,2
1189,335,2,2
1190,336,28,3
1191,336,30,3
1192,336,10,1
1193,337,16,2
1194,337,27,4
1195,337,28,4
1196,337,24,1
1197,337,28,2
1198,338,13,2
1199,339,28,3
1200,340,24,4
1201,340,4,1
1202,341,26,3
1203,341,19,2
1204,341,26,1
1205,341,15,2
1206,341,4,2
1207,342,29,2
1208,342,7,1
1209,342,12,1
1210,342,20,4
1211,343,2,1
1212,343,1,2
1213,344,22,2
1214,344,19,3
1215,344,9,2
1216,344,26,1
1217,344,14,2
1218,344,30,3
1219,345,18,4
1220,345,8,1
1221,345,29,2
1222,345,26,4
1223,345,27,2
1224,345,7,1
1225,346,30,3
1226,346,10,1
1227,346,27,1
1228,346,28,2
1229,347,15,2
1230,347,17,2
1231,348,5,2
1232,348,13,2
1233,348,6,2
1234,348,25,1
1235,349,16,1
1236,350,29,4
1237,350,6,1
1238,350,4,2
1239,350,27,4
1240,350,22,4
1241,350,17,3
1242,351,23,3
1243,351,21,3
1244,351,3,2
1245,351,1,1
1246,351,21,3
1247,352,18,4
1248,352,12,2
1249,352,7,1
1250,352,24,4
1251,352,3,2
1252,352,14,2
1253,353,7,1
1254,353,6,2
1255,353,3,1
1256,353,23,3
1257,353,29,2
1258,354,10,1
1259,355,29,2
1260,355,24,3
1261,356,30,3
1262,357,21,2
1263,357,3,2
1264,358,13,1
1265,358,11,1
1266,358,21,2
1267,359,2,2
1268,359,17,4
1269,359,18,3
1270,359,13,2
1271,359,18,3
1272,360,26,4
1273,360,13,2
1274,360,17,2
1275,360,11,2
1276,360,25,4
1277,361,15,1
1278,362,12,2
1279,362,28,2
1280,363,20,3
1281,364,28,4
1282,364,6,2
1283,364,26,4
1284,364,19,2
1285,364,21,3
1286,364,12,2
1287,365,8,1
1288,365,10,2
1289,365,6,1
1290,366,14,2
1291,366,17,3
1292,367,25,2
1293,367,12,1
1294,368,14,1
1295,368,2,2
1296,368,8,1
1297,369,23,3
1298,369,14,1
1299,369,23,1
1300,369,22,3
1301,369,23,1
1302,370,13,2
1303,370,15,1
1304,370,19,4
1305,370,18,4
1306,371,8,1
1307,372,23,1
1308,372,30,4
1309,372,17,4
1310,372,18,1
1311,373,18,2
1312,373,18,4
1313,373,27,3
1314,373,10,1
1315,373,30,3
1316,374,12,2
1317,375,26,1
1318,375,1,2
1319,375,17,2
1320,375,28,4
1321,375,6,1
1322,375,10,1
1323,376,10,1
1324,376,20,2
1325,376,29,2
1326,376,12,2
1327,377,7,1
1328,377,1,2
1329,377,12,2
1330,377,2,2
1331,377,30,1
1332,378,30,1
1333,379,11,1
1334,379,15,2
1335,380,11,2
1336,380,22,4
1337,380,16,2
1338,380,13,2
1339,381,8,1
1340,381,17,3
1341,381,1,1
1342,381,7,2
1343,382,23,2
1344,383,14,2
1345,383,25,4
1346,383,4,2
1347,383,7,2
1348,384,13,2
1349,384,28,2
1350,384,2,1
1351,385,24,2
1352,386,5,2
1353,386,25,4
1354,386,26,1
1355,386,24,1
1356,386,7,2
1357,386,18,3
1358,387,17,1
1359,388,21,1
1360,388,12,2
1361,388,6,2
1362,389,23,4
1363,389,16,2
1364,389,29,3
1365,389,6,1
1366,390,6,1
1367,390,13,2
1368,390,3,1
1369,390,19,4
1370,391,29,4
1371,391,14,1
1372,391,19,3
1373,391,28,2
1374,392,5,1
1375,392,20,2
1376,392,11,2
1377,392,6,1
1378,392,22,2
1379,393,17,3
1380,393,15,1
1381,393,26,3
1382,393,18,4
1383,394,5,2
1384,394,2,1
1385,394,19,2
1386,394,4,1
1387,395,17,3
1388,395,26,3
1389,395,6,2
1390,396,22,4
1391,397,25,1
1392,397,29,1
1393,397,12,2
1394,397,2,2
1395,398,7,2
1396,398,15,1
1397,399,21,1
1398,399,25,2
1399,399,16,2
1400,399,28,1
1401,399,20,4
1402,399,19,1
1403,400,23,3
1404,400,10,2
1405,400,17,1
1406,400,11,1
1407,401,18,3
1408,401,13,2
1409,401,18,1
1410,401,14,1
1411,401,2,1
1412,401,10,2
1413,402,5,2
1414,403,29,3
1415,403,26,1
1416,404,12,2
1417,404,30,3
1418,405,20,4
1419,405,12,1
1420,406,22,3
1421,406,16,1
1422,407,28,4
1423,408,16,2
1424,408,16,2
1425,408,19,2
1426,408,18,2
1427,409,19,2
1428,409,16,4
1429,409,20,3
1430,409,16,2
1431,410,22,2
1432,410,19,2
1433,410,21,4
1434,410,16,1
1435,410,12,2
1436,410,29,3
1437,411,18,4
1438,411,18,3
1439,411,28,3
1440,411,21,1
1441,412,19,4
1442,413,20,3
1443,414,21,4
1444,414,27,1
1445,414,20,3
1446,414,28,3
1447,415,17,4
1448,416,11,2
1449,416,23,2
1450,417,27,1
1451,417,6,2
1452,417,12,1
1453,417,3,2
1454,417,19,2
1455,417,25,1
1456,418,26,4
1457,419,8,2
1458,419,5,1
1459,419,21,4
1460,420,1,1
1461,420,22,3
1462,420,20,4
1463,421,3,1
1464,421,19,4
1465,421,6,2
1466,421,18,4
1467,421,12,2
1468,421,7,2
1469,422,3,1
1470,423,21,2
1471,423,25,4
1472,423,19,3
1473,423,19,1
1474,423,8,1
1475,424,20,2
1476,425,4,2
1477,425,21,2
1478,425,21,1
1479,426,19,2
1480,426,4,1
1481,427,18,3
1482,427,21,3
1483,428,19,3
1484,428,22,3
1485,428,15,2
1486,428,3,1
1487,428,15,2
1488,429,12,1
1489,429,2,1
1490,430,11,1
1491,430,15,2
1492,430,20,1
1493,430,15,2
1494,430,29,3
1495,431,20,3
1496,432,1,1
1497,432,2,2
1498,433,3,2
1499,433,24,2
1500,434,14,2
1501,434,28,2
1502,434,7,1
1503,435,5,1
1504,435,5,2
1505,435,3,2
1506,435,22,1
1507,436,18,2
1508,436,10,1
1509,436,12,2
1510,436,2,1
1511,437,16,3
1512,438,6,2
1513,438,22,1
1514,438,3,2
1515,438,2,1
1516,439,22,4
1517,439,3,2
1518,439,23,4
1519,439,29,1
1520,439,12,2
1521,439,15,1
1522,440,27,1
1523,440,28,4
1524,440,4,1
1525,440,21,3
1526,441,16,3
1527,441,19,1
1528,442,16,1
1529,442,22,4
1530,442,20,4
1531,442,10,2
1532,442,18,1
1533,443,21,2
1534,443,16,1
1535,443,24,4
1536,443,10,1
1537,443,21,1
1538,444,24,2
1539,445,22,1
1540,445,10,1
1541,446,13,1
1542,447,19,2
1543,447,18,3
1544,447,1,1
1545,447,5,2
1546,447,21,4
1547,447,18,1
1548,448,17,3
1549,449,13,1
1550,450,22,2
1551,450,21,1
1552,450,23,1
1553,450,26,3
1554,450,20,1
1555,450,7,1
1556,451,26,1
1557,452,8,2
1558,453,20,2
1559,454,21,4
1560,454,8,2
1561,454,12,1
1562,454,29,3
1563,455,18,1
1564,455,16,3
1565,455,16,2
1566,456,24,4
1567,456,6,1
1568,456,4,1
1569,457,24,3
1570,457,16,4
1571,457,3,2
1572,458,1,2
1573,458,21,1
1574,458,9,1
1575,459,4,2
1576,459,20,2
1577,459,9,1
1578,460,12,1
1579,460,16,2
1580,460,12,2
1581,461,16,2
1582,461,5,2
1583,461,2,2
1584,461,12,1
1585,462,20,3
1586,462,6,2
1587,462,13,2
1588,462,18,2
1589,463,12,1
1590,464,26,4
1591,464,8,2
1592,464,28,3
1593,464,6,1
1594,464,9,1
1595,465,10,1
1596,466,12,1
1597,467,12,1
1598,468,4,1
1599,468,9,1
1600,468,24,2
1601,469,8,1
1602,469,19,4
1603,469,8,1
1604,469,23,2
1605,469,4,2
1606,470,12,2
1607,470,10,2
1608,470,28,2
1609,470,23,3
1610,470,25,2
1611,471,23,1
1612,471,27,3
1613,471,23,3
1614,471,18,3
1615,471,26,4
1616,472,14,1
1617,472,14,1
1618,472,22,2
1619,472,13,2
1620,472,28,1
1621,472,1,1
1622,473,12,1
1623,473,4,2
1624,474,21,2
1625,474,24,3
1626,474,25,1
1627,474,26,4
1628,474,8,2
1629,474,8,1
1630,475,27,1
1631,475,5,2
1632,475,10,2
1633,475,23,1
1634,475,1,2
1635,475,14,1
1636,476,2,1
1637,476,26,2
1638,476,5,1
1639,476,15,2
1640,476,4,2
1641,477,25,1
1642,477,8,2
1643,478,19,4
1644,478,16,4
1645,478,16,3
1646,478,4,1
1647,478,2,1
1648,479,21,1
1649,479,14,2
1650,480,18,4
1651,480,7,1
1652,480,7,1
1653,480,19,3
1654,480,18,1
1655,481,14,1
1656,481,30,2
1657,481,10,2
1658,481,15,1
1659,481,10,2
1660,481,13,1
1661,482,22,4
1662,482,20,1
1663,482,30,2
