detail_id,order_id,item_id,qty
197,58,24,1
198,58,1,1
199,58,15,3
200,58,4,3
201,59,20,3
202,59,26,1
203,59,28,1
204,59,5,1
205,59,15,2
206,60,25,3
207,60,9,2
208,61,23,3
209,61,17,1
210,61,4,1
211,61,30,1
212,61,25,3
213,61,23,3
214,62,5,3
215,62,17,3
216,62,22,3
217,63,21,2
218,63,7,1
219,63,14,3
220,63,5,2
221,64,27,2
222,64,19,2
223,64,3,3
224,65,9,1
225,65,8,1
226,65,18,1
227,65,30,1
228,65,15,2
229,66,13,1
230,66,16,2
231,66,25,1
232,66,2,1
233,66,9,3
234,66,20,2
235,67,27,1
236,67,19,2
237,67,30,2
238,67,5,3
239,67,18,2
240,67,10,2
241,68,11,3
242,68,3,3
243,68,15,3
244,68,9,3
245,69,30,2
246,70,18,2
247,70,11,2
248,70,19,2
249,70,24,2
250,70,4,1
251,70,3,1
252,71,26,1
253,71,12,1
254,71,21,3
255,71,11,3
256,71,8,2
257,72,20,3
258,72,21,2
259,72,19,1
260,73,19,1
261,73,6,1
262,73,4,3
263,73,22,3
264,74,10,1
265,74,2,3
266,74,28,1
267,75,15,3
268,76,25,1
269,76,30,3
270,76,11,2
271,77,1,2
272,77,17,2
273,78,8,2
274,79,12,2
275,79,14,2
276,79,13,2
277,79,11,3
278,79,22,2
279,80,22,1
280,80,3,1
281,80,26,3
282,80,28,3
283,80,28,3
284,80,26,2
285,81,28,3
286,81,30,2
287,81,30,1
288,81,2,2
289,82,10,1
290,82,5,2
291,83,11,2
292,83,3,1
293,83,6,3
294,83,20,3
295,84,9,2
296,84,24,3
297,84,30,3
298,84,29,3
299,84,7,2
300,84,30,2
301,85,14,1
302,85,20,2
303,85,26,2
304,85,2,3
305,86,20,2
306,87,16,2
307,87,29,1
308,87,19,1
309,88,6,3
310,88,22,1
311,89,10,1
312,89,1,3
313,89,2,1
314,89,28,1
315,90,3,2
316,90,23,2
317,90,21,2
318,91,26,1
319,91,3,3
320,91,21,1
321,91,5,1
322,91,1,3
323,91,30,2
324,92,4,1
325,92,22,2
326,93,28,1
327,93,13,3
328,93,10,3
329,93,17,1
330,93,24,1
331,93,8,2
332,94,22,1
333,94,13,3
334,94,14,2
335,95,14,2
336,95,1,2
337,95,8,2
338,95,25,3
339,95,22,3
340,95,26,1
341,96,13,3
342,96,14,1
343,96,27,2
344,96,21,1
345,96,28,3
346,97,5,2
347,97,10,1
348,97,7,2
349,97,2,3
350,98,13,2
351,98,21,3
352,98,2,1
353,99,22,1
354,99,12,1
355,99,1,3
356,99,25,2
357,99,29,2
358,100,2,1
359,100,7,1
360,101,17,2
361,101,25,2
362,101,15,2
363,101,5,1
364,102,14,1
365,102,20,1
366,102,11,2
367,102,21,2
368,102,20,1
369,103,3,3
370,103,29,2
371,103,20,2
372,104,28,3
373,104,7,1
374,104,28,2
375,105,15,3
376,106,23,1
377,106,28,1
378,106,18,3
379,107,8,1
380,107,12,3
381,107,26,2
382,107,1,2
383,108,21,1
384,108,11,1
385,108,11,1
386,108,20,1
387,108,26,2
388,109,3,2
389,110,19,3
390,110,13,1
391,110,22,1
392,110,15,1
393,110,27,2
394,110,18,2
395,111,7,2
396,112,14,2
397,112,29,1
398,112,25,3
399,113,12,1
400,113,25,3
401,113,3,3
402,113,8,2
403,113,10,1
404,113,22,2
405,114,5,1
406,114,12,2
407,114,18,3
408,115,30,1
409,115,23,2
410,115,22,2
411,115,4,1
412,115,16,3
413,116,26,1
414,117,29,3
415,117,27,2
416,117,25,1
417,118,5,2
418,118,30,2
419,118,18,1
420,118,10,1
421,119,7,3
422,119,20,3
423,119,12,1
424,119,10,1
425,119,22,2
426,119,20,3
427,120,23,2
428,120,27,2
429,120,30,3
430,120,24,2
431,120,29,3
432,120,8,2
433,121,24,2
434,121,22,2
435,121,8,3
436,121,8,3
437,121,16,1
438,122,27,2
439,122,8,3
440,122,4,2
441,122,20,1
442,123,8,1
443,123,20,1
444,123,15,3
445,123,29,2
446,123,17,3
447,124,14,3
448,124,15,2
449,124,10,1
450,124,17,3
451,124,28,3
452,125,22,3
453,125,30,1
454,126,13,2
455,126,28,1
456,126,25,2
457,126,25,3
458,126,1,1
459,127,15,3
460,128,7,2
461,128,27,3
462,128,4,2
463,128,28,2
464,129,6,3
465,130,9,2
466,130,4,1
467,130,18,1
468,131,23,1
469,131,2,2
470,131,13,1
471,131,4,2
472,131,21,3
473,131,24,2
474,132,3,1
475,132,13,2
476,132,7,1
477,132,25,3
478,133,1,3
479,133,9,1
480,133,7,2
481,134,25,2
482,134,4,2
483,134,3,1
484,135,21,2
485,135,13,2
486,135,22,2
487,135,15,1
488,136,8,2
489,136,11,2
490,136,14,3
491,136,17,1
492,137,21,3
493,137,3,2
494,137,20,2
495,137,20,1
496,138,3,1
497,138,5,3
498,138,30,3
499,139,27,2
500,139,26,3
501,139,21,1
502,139,3,1
503,139,29,2
504,140,21,1
505,140,7,1
506,141,7,3
507,141,26,2
508,142,19,3
509,142,26,1
510,142,12,3
511,142,29,1
512,143,5,1
513,143,27,1
514,144,4,2
515,144,25,1
516,144,16,1
517,145,13,3
518,145,24,3
519,145,19,2
520,145,11,3
521,146,25,2
522,146,6,3
523,146,20,2
524,146,5,1
525,146,6,1
526,146,9,1
527,147,28,2
528,148,21,3
529,149,27,2
530,149,21,1
531,149,14,3
532,150,23,1
533,151,5,1
534,151,20,1
535,151,11,2
536,151,9,2
537,151,12,3
538,152,14,2
539,152,20,1
540,152,10,1
541,152,30,2
542,152,18,1
543,153,6,3
544,153,14,3
545,153,29,3
546,153,26,3
547,153,23,1
548,154,15,2
549,154,3,1
550,154,7,1
551,154,2,2
552,154,5,1
553,154,21,1
554,155,18,1
555,155,12,2
556,155,11,1
557,155,3,2
558,155,29,2
559,156,7,1
560,157,21,2
561,157,24,3
562,157,10,2
563,157,29,3
564,157,27,3
565,157,24,2
566,158,27,1
567,158,20,1
568,159,11,3
569,159,3,1
570,159,15,3
571,159,1,1
572,159,24,2
573,159,26,2
574,160,2,2
575,161,12,3
576,162,18,2
577,162,17,1
578,162,23,3
579,162,12,1
580,162,24,2
581,162,4,3
582,163,26,2
583,163,13,3
584,163,1,3
585,163,1,1
586,164,17,2
587,164,4,2
588,164,13,2
589,165,29,2
590,165,11,2
591,165,11,1
592,166,30,2
593,166,5,2
594,167,11,1
595,167,20,1
596,167,9,1
597,168,24,2
598,168,20,2
599,169,10,1
600,169,4,3
601,169,8,1
602,170,22,1
603,170,27,2
604,170,3,2
605,170,9,3
606,170,5,3
607,171,30,3
608,171,26,1
609,171,17,3
610,171,4,3
611,171,26,2
612,171,29,1
613,172,8,1
614,172,19,2
615,172,20,3
616,172,10,1
617,172,14,1
618,173,28,3
619,174,17,1
620,174,17,2
621,174,2,3
622,174,21,1
623,174,6,2
624,174,25,3
625,175,30,3
626,175,1,1
627,175,22,3
628,175,7,1
629,175,25,2
630,175,26,2
631,176,17,1
632,176,30,1
633,176,29,2
634,176,19,1
635,177,23,3
636,177,22,3
637,177,28,3
638,177,19,2
639,177,10,3
640,177,7,1
641,178,13,2
642,178,11,3
643,178,22,2
644,178,1,1
645,178,28,3
646,179,22,3
647,179,14,1
648,180,19,1
649,180,28,3
650,180,30,3
651,180,10,3
652,180,12,2
653,181,2,2
654,181,8,2
655,181,3,3
656,181,24,2
657,181,16,3
658,181,8,1
659,182,16,3
660,182,30,3
661,183,11,3
662,183,13,1
663,183,27,3
664,183,4,3
665,183,6,3
666,183,14,1
667,184,30,3
668,184,7,3
669,184,3,3
670,185,29,3
671,185,26,3
672,185,13,3
673,185,14,1
674,185,20,1
675,186,17,1
676,186,20,3
677,186,28,3
678,186,29,2
679,186,13,3
680,186,24,3
681,187,9,3
682,187,28,1
683,187,19,1
684,187,23,2
685,187,18,2
686,187,28,2
687,188,14,1
688,188,15,1
689,188,25,3
690,189,18,2
691,189,3,3
692,189,22,1
693,190,3,1
694,190,10,3
695,190,7,3
696,191,21,3
697,191,3,3
698,191,28,1
699,191,12,1
700,191,19,3
701,192,13,1
702,192,22,2
703,192,5,3
704,192,9,2
705,193,16,3
706,193,13,1
707,193,28,3
708,193,13,3
709,193,15,1
710,193,14,1
711,194,29,1
712,194,8,3
713,194,20,3
714,194,27,2
715,195,1,3
716,196,12,3
717,196,3,2
718,196,17,1
719,197,13,3
720,197,19,2
721,198,11,3
722,198,16,1
723,198,16,3
724,198,17,3
725,198,24,1
726,199,20,2
727,200,5,3
728,200,19,2
729,201,9,3
730,201,1,2
731,201,4,3
732,201,11,1
733,201,7,3
734,201,16,3
735,202,7,2
736,202,6,3
737,202,14,2
738,203,2,3
739,203,6,1
740,203,27,1
741,204,24,3
742,204,13,3
743,204,1,1
744,204,4,1
745,204,25,3
746,204,21,2
747,205,14,1
748,205,1,2
749,206,9,3
750,207,27,1
751,207,11,2
752,208,25,2
753,208,4,3
754,208,4,1
755,208,27,2
756,208,21,1
757,208,10,3
758,209,2,2
759,209,24,1
760,210,8,1
761,210,7,1
762,210,28,1
763,210,29,1
764,210,26,3
765,210,12,3
766,211,27,1
767,212,12,3
768,212,9,1
769,212,7,1
770,213,26,1
771,213,27,2
772,213,23,2
773,214,4,2
774,214,15,3
775,214,27,1
776,215,22,3
777,215,22,1
778,215,30,2
779,215,12,1
780,215,6,2
781,215,22,1
782,216,16,1
783,216,3,1
784,217,12,2
785,217,8,1
786,217,18,3
787,217,24,2
788,218,26,3
789,219,11,3
790,219,8,1
791,220,17,1
792,220,28,1
793,220,6,2
794,220,4,3
795,221,27,1
796,222,13,1
797,223,19,3
798,223,7,1
799,223,27,2
800,223,8,2
801,224,17,1
802,225,20,1
803,225,4,2
804,225,3,2
805,225,18,2
806,225,25,2
807,225,3,3
808,226,23,2
809,227,17,2
810,228,17,3
811,228,18,2
812,228,7,2
813,229,17,3
814,229,15,1
815,229,30,3
816,229,6,3
817,229,3,2
818,230,20,1
819,230,19,1
820,230,26,3
821,230,13,2
822,230,20,3
823,230,20,1
824,231,16,2
825,231,11,3
826,231,28,2
827,231,2,3
828,231,8,1
829,232,25,2
830,232,1,1
831,232,14,1
832,232,14,1
833,232,11,3
834,232,18,1
835,233,27,1
836,233,22,1
837,233,2,2
838,233,17,3
839,233,2,3
840,233,9,1
841,234,25,3
842,234,25,2
843,234,7,2
844,234,11,3
845,234,26,2
846,235,8,3
847,236,10,2
848,236,1,1
849,236,22,3
850,236,11,1
851,237,2,3
852,237,23,1
853,238,6,3
854,238,11,3
855,238,4,3
856,238,17,3
857,238,2,3
858,239,27,2
859,239,1,1
860,240,1,2
861,240,26,2
862,240,13,2
863,240,22,3
864,241,21,3
865,241,18,2
866,241,29,1
867,241,1,1
868,241,23,1
869,241,4,1
870,242,4,1
871,242,7,2
872,242,19,3
873,242,1,1
874,243,18,3
875,243,6,1
876,244,3,1
877,244,16,2
878,244,27,2
879,244,26,1
880,244,14,3
881,245,4,2
882,245,19,2
883,245,10,1
884,245,28,3
885,246,21,3
886,247,8,3
887,248,11,1
888,248,12,3
889,248,3,1
890,248,11,2
891,248,30,1
892,249,7,2
893,249,1,2
894,249,23,1
895,249,8,2
896,249,5,1
897,250,8,1
898,250,18,2
899,250,1,2
900,250,10,1
901,250,26,1
902,250,15,3
903,251,11,1
904,252,15,2
905,252,11,3
906,252,14,1
907,252,7,3
908,253,10,1
909,253,28,1
910,253,24,2
911,253,29,1
912,253,22,2
913,254,9,3
914,254,14,2
915,254,1,3
916,254,19,3
917,254,4,3
918,254,23,3
919,255,20,1
920,256,20,2
921,256,22,3
922,257,18,2
923,257,13,1
924,257,12,2
925,257,21,3
926,257,23,3
927,257,23,2
928,258,19,3
929,258,15,1
930,258,14,1
931,259,30,2
932,259,26,2
933,259,8,1
934,259,2,2
935,259,15,1
936,259,21,1
937,260,4,1
938,260,3,1
939,260,15,2
940,261,8,3
941,261,28,1
942,261,10,1
943,261,5,1
944,262,24,1
945,263,22,1
946,263,10,1
947,263,4,1
948,263,19,3
949,263,3,3
950,263,14,3
951,264,6,2
952,264,27,2
953,264,7,3
954,265,29,2
955,265,29,1
956,265,30,2
957,266,28,3
958,266,22,1
959,266,25,3
960,267,7,3
961,268,1,3
962,268,2,2
963,268,23,3
964,268,17,2
965,268,11,1
966,269,10,1
967,270,7,2
968,270,27,1
969,271,12,3
970,271,24,2
971,272,14,1
972,272,28,1
973,272,6,2
974,272,6,3
975,272,17,1
976,272,28,3
977,273,17,2
978,273,25,2
979,273,8,2
980,273,25,1
981,274,7,1
982,274,26,3
983,274,28,3
984,274,17,3
985,275,11,2
986,275,30,1
987,275,1,3
988,276,25,1
989,277,6,3
990,277,3,2
991,278,19,1
992,278,9,1
993,279,20,3
994,279,25,2
995,279,25,2
996,279,14,3
997,279,27,1
998,280,29,1
999,280,20,2
1000,280,27,1
1001,280,29,2
1002,281,11,2
1003,281,11,1
1004,281,11,2
1005,281,2,1
1006,282,24,1
1007,282,22,1
1008,282,18,2
1009,282,25,3
1010,282,20,2
1011,283,21,2
1012,284,25,3
1013,285,6,3
1014,285,10,3
1015,286,3,2
1016,286,22,2
1017,286,22,2
1018,286,25,2
1019,286,15,2
1020,286,13,2
1021,287,1,3
1022,288,8,2
1023,288,26,1
1024,288,20,2
1025,288,23,2
1026,288,21,1
1027,288,4,1
1028,289,27,2
1029,289,4,3
1030,289,15,3
1031,290,29,3
1032,290,7,1
1033,290,27,2
1034,291,30,1
1035,291,17,2
1036,291,12,2
1037,291,28,1
1038,291,24,2
1039,292,19,3
1040,292,28,1
1041,293,25,2
1042,293,5,2
1043,294,5,3
1044,294,29,1
1045,294,24,2
1046,294,24,3
1047,294,16,2
1048,295,26,3
1049,295,28,2
1050,295,18,3
1051,295,10,3
1052,295,15,2
1053,295,2,2
1054,296,12,2
1055,296,5,1
1056,297,17,3
1057,297,13,1
1058,297,3,1
1059,297,13,1
1060,297,21,1
1061,298,28,1
1062,298,19,2
1063,298,14,3
1064,298,20,2
1065,298,19,2
1066,298,11,1
1067,299,4,2
1068,299,10,1
1069,300,25,2
1070,301,14,2
1071,302,23,1
1072,302,15,2
1073,302,8,2
1074,302,29,1
1075,302,27,2
1076,302,17,2
1077,303,16,3
1078,303,19,2
1079,303,4,1
1080,304,2,3
1081,304,25,1
1082,304,18,1
1083,304,26,1
1084,304,28,3
1085,305,4,3
1086,306,19,2
1087,306,10,2
1088,307,23,1
1089,307,26,3
1090,307,20,1
1091,307,8,2
1092,308,22,3
1093,308,21,2
1094,308,14,1
1095,308,11,2
1096,308,6,3
1097,308,22,2
1098,309,16,3
1099,309,12,3
1100,309,2,1
1101,309,20,2
1102,310,8,1
1103,310,19,1
1104,310,30,1
1105,311,8,2
1106,311,18,1
1107,311,28,2
1108,311,19,2
1109,311,24,3
1110,311,17,1
1111,312,3,3
1112,312,28,2
1113,312,8,2
1114,312,27,3
1115,312,10,2
1116,313,17,3
1117,313,29,2
1118,314,23,1
1119,314,10,3
1120,314,11,3
1121,314,28,2
1122,314,29,3
1123,315,19,3
1124,316,26,1
1125,316,9,2
1126,316,13,2
1127,316,17,2
1128,316,4,1
1129,317,5,2
1130,317,22,3
1131,318,15,3
1132,319,7,2
1133,319,1,2
1134,319,16,2
1135,320,27,1
1136,320,29,3
1137,320,17,1
1138,321,2,2
1139,321,25,3
1140,322,6,3
1141,323,25,2
1142,323,30,3
1143,323,8,3
1144,323,18,3
1145,324,22,2
1146,324,25,2
1147,324,20,1
1148,324,19,2
1149,325,23,3
1150,326,6,2
1151,326,12,1
1152,326,8,2
1153,327,4,1
1154,328,11,3
1155,328,13,2
1156,329,30,1
1157,330,24,3
1158,330,2,2
1159,330,18,1
1160,330,21,3
1161,330,13,2
1162,331,8,3
1163,332,2,1
1164,332,12,3
1165,332,18,2
1166,332,17,2
1167,332,25,1
1168,333,26,3
1169,333,20,2
1170,333,11,2
1171,333,30,2
1172,334,12,2
1173,334,6,1
1174,335,20,1
1175,335,8,2
1176,336,28,2
1177,336,13,2
1178,336,20,1
1179,337,10,3
1180,337,3,3
1181,337,27,3
1182,338,13,3
1183,338,12,2
1184,338,18,1
1185,338,1,3
1186,338,28,3
1187,339,2,3
1188,339,1,3
1189,339,24,2
1190,339,1,1
1191,339,11,3
1192,340,18,3
1193,340,3,3
1194,340,29,3
1195,340,7,2
1196,340,2,1
1197,341,20,2
1198,341,14,3
1199,342,28,3
1200,342,14,1
1201,342,30,2
1202,342,7,3
1203,342,7,3
1204,343,26,1
1205,343,2,2
1206,343,7,3
1207,343,7,1
1208,343,8,2
1209,344,17,3
1210,344,16,3
1211,345,17,3
1212,345,27,1
1213,345,12,3
1214,345,15,3
1215,346,11,1
1216,346,23,3
1217,346,26,1
1218,346,18,3
1219,347,19,2
1220,347,27,2
1221,348,16,3
1222,348,19,2
1223,349,15,2
1224,349,3,3
1225,349,15,1
1226,349,2,2
1227,350,1,1
1228,350,22,3
1229,350,27,1
1230,350,26,3
1231,350,14,2
1232,350,24,2
1233,351,6,1
1234,351,27,1
1235,352,14,2
1236,352,19,3
1237,352,15,1
1238,352,30,2
1239,352,15,1
1240,353,6,2
1241,353,1,3
1242,353,23,2
1243,353,29,3
1244,353,25,1
1245,353,20,2
1246,354,5,1
1247,354,27,2
1248,354,19,2
1249,354,14,1
1250,354,3,1
1251,354,24,1
1252,355,30,1
1253,355,22,2
1254,355,4,2
1255,356,28,3
1256,356,26,2
1257,356,14,3
1258,356,22,2
1259,356,9,3
1260,356,26,2
1261,357,26,1
1262,357,27,1
1263,357,5,2
1264,357,9,3
1265,357,10,3
1266,358,15,2
1267,358,19,3
1268,358,7,3
1269,358,12,3
1270,358,22,1
1271,359,21,2
1272,359,18,2
1273,359,22,1
1274,360,20,3
1275,360,2,1
1276,360,23,3
1277,360,6,2
1278,361,21,1
1279,361,23,1
1280,361,21,1
1281,361,24,3
1282,361,2,2
1283,361,29,3
1284,362,27,3
1285,362,10,2
1286,362,30,3
1287,362,12,3
1288,362,29,3
1289,362,19,2
1290,363,19,2
1291,363,30,3
1292,363,25,2
1293,363,7,1
1294,363,29,3
1295,364,24,2
1296,364,2,3
1297,364,22,3
1298,364,20,3
1299,364,30,2
1300,365,5,1
1301,365,12,2
1302,365,19,3
1303,366,5,1
1304,366,17,2
1305,366,23,1
1306,366,23,2
1307,367,7,1
1308,367,5,3
1309,368,19,1
1310,368,26,2
1311,368,18,1
1312,369,6,1
1313,369,30,3
1314,369,9,3
1315,370,25,2
1316,370,10,3
1317,370,18,2
1318,370,26,2
1319,370,23,3
1320,371,27,1
1321,371,6,3
1322,371,27,3
1323,371,23,2
1324,371,16,3
1325,371,21,1
1326,372,17,2
1327,372,17,1
1328,372,30,1
1329,372,5,1
1330,373,17,3
1331,373,21,1
1332,373,6,1
1333,374,27,2
1334,374,10,3
1335,374,18,3
1336,374,30,3
1337,375,25,2
1338,375,23,2
1339,376,13,3
1340,376,20,1
1341,376,12,2
1342,377,27,3
1343,377,24,2
1344,377,14,1
1345,377,8,3
1346,377,29,3
1347,377,14,1
1348,378,18,1
1349,378,21,3
1350,379,11,3
1351,379,27,1
1352,380,30,2
1353,380,20,3
1354,380,26,1
1355,380,15,1
1356,380,5,3
1357,380,25,3
1358,381,1,2
1359,381,18,2
1360,382,18,2
1361,383,20,2
1362,383,25,3
1363,383,15,2
1364,383,19,2
1365,383,6,3
1366,384,1,3
1367,384,14,3
1368,384,19,3
1369,384,11,2
1370,384,28,1
1371,384,13,2
1372,385,21,1
1373,385,29,3
1374,385,29,3
1375,385,3,1
1376,385,7,1
1377,385,17,3
1378,386,23,1
1379,387,26,3
1380,387,18,1
1381,387,17,1
1382,387,2,3
1383,387,22,2
1384,387,7,2
1385,388,11,2
1386,389,17,2
1387,389,26,2
1388,389,4,3
1389,389,11,1
1390,389,27,2
1391,389,27,1
1392,390,13,3
1393,390,29,2
1394,390,7,2
1395,390,3,2
1396,390,26,1
1397,391,23,1
1398,391,13,2
1399,391,16,1
1400,392,16,2
1401,392,21,3
1402,392,7,1
1403,392,13,3
1404,393,30,3
1405,394,6,3
1406,394,23,1
1407,395,7,2
1408,395,3,1
1409,395,1,3
1410,395,3,3
1411,396,17,1
1412,396,15,1
1413,396,9,2
1414,396,28,1
1415,396,24,2
1416,396,5,1
1417,397,9,2
1418,397,13,3
1419,398,8,3
1420,399,15,1
1421,399,7,3
1422,399,29,3
1423,400,6,2
1424,400,11,2
1425,400,3,2
1426,400,30,2
1427,400,1,3
1428,400,7,3
1429,401,12,2
1430,402,18,1
1431,402,18,1
1432,402,12,1
1433,403,23,3
1434,403,20,2
1435,403,24,2
1436,404,18,3
1437,404,3,1
1438,404,7,3
1439,405,26,3
1440,405,5,1
1441,405,7,3
1442,406,19,1
1443,406,30,1
1444,406,6,1
1445,406,27,2
1446,406,3,2
1447,407,5,1
1448,407,18,2
1449,407,21,2
1450,407,28,3
1451,407,9,3
1452,408,23,2
1453,409,20,1
1454,410,17,1
1455,410,14,3
1456,410,14,1
1457,410,3,2
1458,410,30,1
1459,411,19,2
1460,411,21,2
1461,411,22,1
1462,411,28,1
1463,412,15,1
1464,412,13,1
1465,412,14,1
1466,412,29,3
1467,412,4,2
1468,413,4,1
1469,413,1,2
1470,413,7,3
1471,413,9,3
1472,413,21,1
1473,413,18,2
1474,414,10,2
1475,415,2,3
1476,415,25,2
1477,415,27,2
1478,415,17,1
1479,415,30,3
1480,416,18,3
1481,416,29,2
1482,416,29,3
1483,416,27,3
1484,416,20,2
1485,417,1,3
1486,417,1,2
1487,417,17,1
1488,417,18,1
1489,417,6,2
1490,418,22,1
1491,418,14,1
1492,418,11,3
1493,418,9,2
1494,418,1,2
1495,419,3,2
1496,419,27,3
1497,419,23,3
1498,419,5,1
1499,420,13,1
1500,420,6,1
1501,421,7,1
1502,422,21,1
1503,423,21,3
1504,423,20,2
1505,424,12,3
1506,424,20,1
1507,424,6,2
1508,424,1,2
1509,424,21,1
1510,425,24,2
1511,425,29,3
1512,425,6,2
1513,425,4,1
1514,425,12,2
1515,425,14,3
1516,426,29,2
1517,426,20,2
1518,426,13,2
1519,427,30,2
1520,428,13,2
1521,429,29,1
1522,429,3,1
1523,429,6,2
1524,429,7,1
1525,430,15,1
1526,430,5,2
1527,430,4,1
1528,430,17,1
1529,430,2,2
1530,430,7,3
1531,431,1,2
1532,432,30,1
1533,433,19,2
1534,433,26,1
1535,433,28,3
1536,433,30,2
1537,434,2,2
1538,434,6,1
1539,435,23,3
1540,435,23,3
1541,435,13,3
1542,435,23,3
1543,435,14,3
1544,436,14,1
1545,436,3,2
1546,437,18,3
1547,437,16,2
1548,437,7,3
1549,437,12,2
1550,437,7,2
1551,438,29,1
1552,438,30,1
1553,438,18,3
1554,439,19,2
1555,439,4,2
1556,439,16,1
1557,440,11,1
1558,440,20,2
1559,440,1,1
1560,440,26,3
1561,440,21,3
1562,441,25,2
1563,442,6,2
1564,443,27,2
1565,443,28,2
1566,444,2,3
1567,444,2,3
1568,445,25,1
1569,445,25,1
1570,445,25,3
1571,445,1,2
1572,446,21,2
1573,446,4,3
1574,446,9,1
1575,446,18,1
1576,446,21,2
1577,447,6,3
1578,447,23,2
1579,447,11,1
1580,447,14,1
1581,447,15,3
1582,448,8,2
1583,448,25,1
1584,448,5,3
1585,449,30,1
1586,449,18,2
1587,449,17,1
1588,449,28,2
1589,449,3,1
1590,450,1,1
1591,450,6,1
1592,450,14,2
1593,450,11,3
1594,450,14,1
1595,451,16,3
1596,452,9,2
1597,452,13,1
1598,452,3,3
1599,452,18,2
1600,452,10,3
1601,453,10,3
1602,453,4,2
1603,453,19,2
1604,453,12,1
1605,454,2,1
1606,454,27,3
1607,454,9,3
1608,454,12,3
1609,455,3,2
1610,455,3,3
1611,456,27,3
1612,456,3,3
1613,456,9,3
1614,457,19,1
1615,457,19,3
1616,457,17,2
1617,457,2,2
1618,457,17,3
1619,458,30,3
1620,458,7,3
1621,459,27,2
1622,459,8,3
1623,459,8,1
1624,459,11,1
1625,460,26,2
1626,460,15,2
1627,460,29,1
1628,460,23,2
1629,460,26,3
1630,461,15,3
1631,462,6,1
1632,462,30,1
1633,462,3,3
1634,462,7,3
1635,462,27,3
1636,463,21,1
1637,464,2,2
1638,464,6,2
1639,464,14,2
1640,464,27,2
1641,464,30,3
1642,464,15,2
1643,465,18,1
1644,465,13,1
1645,465,18,3
1646,465,20,3
1647,466,28,2
1648,467,15,1
1649,467,10,2
1650,467,15,1
1651,467,22,1
1652,467,19,3
1653,467,21,3
1654,468,15,2
1655,469,14,2
1656,469,30,3
1657,469,3,2
1658,470,15,1
1659,470,20,1
1660,470,2,3
1661,470,6,3
1662,470,22,1
1663,470,18,1
